Employee ID,Burn Rate
fffe31003300390039003000,0.61372536
fffe31003300310037003800,0.3568756
fffe33003400380035003900,0.4258517
fffe3100370039003200,0.37109336
fffe32003600390036003700,0.52829987
fffe3600390032003200,0.53216434
fffe3600370032003200,0.3238217
fffe32003900390030003000,0.6940389
fffe3100370031003000,0.60786784
fffe31003500320037003600,0.4526073
fffe3400370031003100,0.39994937
fffe32003800300035003300,0.35347384
fffe31003700380037003700,0.38817585
fffe33003400300038003900,0.5862992
fffe33003100300039003600,0.6143226
fffe33003400380038003300,0.5698377
fffe33003400310032003500,0.6004894
fffe33003400360032003000,0.81150424
fffe32003800360033003400,0.25069246
fffe3600350031003700,0.41853642
fffe3200310033003500,0.37172973
fffe370039003500,0.19204831
fffe32003500340036003200,0.47035822
fffe360038003200,0.6141103
fffe31003800300039003900,0.52679235
fffe32003500310034003200,0.3882459
fffe33003100320039003300,0.48116365
fffe33003000330034003700,0.33858868
fffe32003500310039003300,0.3513682
fffe31003500310033003200,0.30621833
fffe31003900320038003800,0.4112817
fffe31003400340039003000,0.88058007
fffe390033003000,0.40229774
fffe3700360033003400,0.0064282417
fffe31003700390034003900,0.16842309
fffe31003700360035003900,0.630921
fffe31003200370037003900,0.37511066
fffe31003400310038003500,0.371741
fffe32003200370033003000,0.42649794
fffe31003300320036003300,0.33172512
fffe3900390034003600,0.6236831
fffe32003300310032003600,0.23949787
fffe3500360039003300,0.90786994
fffe3700340039003900,0.7131581
fffe31003400370032003200,0.29715294
fffe360032003200,0.2251389
fffe33003100340030003600,0.629806
fffe31003500300037003700,0.2920469
fffe31003600390038003800,0.36088938
fffe33003300360030003500,0.54266226
fffe3900380030003300,0.34003657
fffe31003700330034003500,0.387791
fffe31003500360036003900,0.32417506
fffe3200380033003100,0.6088029
fffe3900360033003900,0.6813406
fffe33003000370031003200,0.5465033
fffe32003700370036003200,0.21951461
fffe31003400320034003300,0.44209194
fffe32003600360034003200,0.2598735
fffe32003700380035003100,0.7254249
fffe31003400350034003200,0.18962565
fffe31003000320038003200,0.5707202
fffe32003400300030003800,0.52888656
fffe32003600320038003300,0.43820333
fffe3300340035003700,0.37332943
fffe31003900320032003000,0.35399756
fffe3300370032003100,0.32351214
fffe33003300350038003900,0.17641702
fffe32003900360038003700,0.23501006
fffe3100380033003400,0.5476233
fffe3900390032003500,0.18724954
fffe32003200320035003600,0.24028641
fffe32003700380031003900,0.22357646
fffe3400330034003000,0.41676006
fffe33003300380035003400,0.2697095
fffe3300380034003000,0.5665399
fffe32003500360039003200,0.589689
fffe31003700360038003600,0.4258517
fffe33003300370036003200,0.5951396
fffe3200340039003500,0.56552494
fffe3600300036003500,0.6752229
fffe31003300370032003000,0.58224946
fffe3700360036003700,0.63518935
fffe33003200390030003200,0.13785711
fffe31003500340035003100,0.60183823
fffe33003000350035003300,0.046576023
fffe31003400300036003000,0.70937526
fffe31003700330035003200,0.47000676
fffe33003000320032003400,0.40802425
fffe32003300350034003700,0.21871006
fffe32003200340034003400,0.34909075
fffe3800380035003100,0.14405644
fffe33003100310039003900,0.60406804
fffe3700330032003300,0.38110983
fffe32003300390033003900,0.46836308
fffe31003500370037003700,0.33479115
fffe32003000310035003500,0.2703475
fffe38003200,0.7465326
fffe31003900310032003600,0.7305107
fffe32003200320039003900,0.21176893
fffe33003000360035003200,0.4143427
fffe33003100390031003800,0.6350986
fffe32003800360031003400,0.67575246
fffe32003300320034003300,0.7112462
fffe3800330032003400,0.43130037
fffe3600380038003000,0.36430734
fffe32003500320030003700,0.3178842
fffe33003400330032003600,0.28051752
fffe32003300380030003600,0.66043454
fffe31003000360032003900,0.7484069
fffe3300310032003500,0.26736897
fffe3200320033003000,0.7527926
fffe340032003600,0.44602636
fffe3900390036003500,0.872752
fffe3900310039003900,0.42272803
fffe3700390037003100,0.353046
fffe31003200340031003600,0.623319
fffe33003200380038003800,0.35111183
fffe32003400380038003200,0.38783276
fffe32003300330037003600,0.26106316
fffe33003400360030003700,0.3665221
fffe31003900340030003800,0.35724908
fffe33003400300037003400,0.46005535
fffe3400360035003700,0.52028537
fffe33003000340039003100,0.5259167
fffe32003000390030003300,0.58880556
fffe32003800300030003000,0.13874835
fffe32003500300032003800,0.4384298
fffe3800330032003700,0.70005476
fffe32003900380039003600,0.26191723
fffe3200310031003300,0.32351214
fffe32003700350038003000,0.47043824
fffe31003800370033003700,0.4444639
fffe33003300380038003100,0.74421525
fffe31003400340030003400,0.34003657
fffe31003000340030003400,0.32396916
fffe31003400330032003700,0.15276077
fffe31003700310030003300,0.54681754
fffe31003300310033003300,0.73805773
fffe33003400330031003500,0.5725688
fffe32003800300036003800,0.650981
fffe33003000300032003900,0.0064282417
fffe32003800390035003700,0.30034077
fffe3400320036003200,0.5013843
fffe33003200390038003700,0.45788082
fffe33003100380035003700,0.2406565
fffe32003900350032003100,0.0064282417
fffe31003400360032003800,0.7203933
fffe32003500340030003200,0.2550593
fffe32003600330035003300,0.34824866
fffe3700320033003600,0.3455221
fffe31003400310033003000,0.41475177
fffe31003400380034003800,0.4329467
fffe32003300340039003700,0.41703242
fffe31003300360031003300,0.56148213
fffe3500350037003800,0.388133
fffe32003300350035003400,0.5707202
fffe3600310037003400,0.4550188
fffe3200350036003400,0.30606526
fffe33003100350034003600,0.24526826
fffe3700390038003600,0.42319828
fffe31003200350033003800,0.38934177
fffe32003300320033003400,0.5548654
fffe31003900360035003900,0.05973655
fffe3400360036003800,0.65779364
fffe3100320032003000,0.5962774
fffe3900310038003900,0.6644279
fffe3500330032003600,0.7529578
fffe3700370034003000,0.4550188
fffe3100310038003800,0.42246938
fffe33003300350036003500,0.7590633
fffe33003400390031003600,0.708814
fffe31003400370035003400,0.3714155
fffe31003600340039003900,0.5986678
fffe31003600350034003300,0.8809527
fffe32003900310033003300,0.40861672
fffe32003700300039003800,0.41037583
fffe32003600340036003300,0.043205023
fffe31003100340039003600,0.3816247
fffe31003700340036003000,0.44997528
fffe31003600390030003700,0.25749284
fffe32003500320036003900,0.58950865
fffe32003200330033003700,0.1676428
fffe32003500380035003600,0.28712487
fffe32003900330030003800,0.17610282
fffe3700360031003700,0.83161426
fffe31003400350032003300,0.36430734
fffe31003000300034003900,0.30661005
fffe31003500370032003200,0.55569637
fffe31003400330039003100,0.6516173
fffe33003100340037003400,0.35111183
fffe33003300390033003500,0.81801385
fffe390035003800,0.44936818
fffe31003500310033003600,0.39137506
fffe31003600390032003600,0.50863004
fffe31003600300038003000,0.3335889
fffe3800390036003400,0.29283887
fffe33003100380031003200,0.34138656
fffe33003100390033003000,0.60171676
fffe31003100370034003800,0.007879704
fffe32003500370034003400,0.46810138
fffe350039003100,0.91359687
fffe31003000340030003500,0.30043674
fffe33003300340034003300,0.34015208
fffe31003600330032003500,0.80739844
fffe31003400350037003900,0.49058926
fffe31003800370035003000,0.66575086
fffe3400320037003600,0.28553128
fffe33003100390034003000,0.5707202
fffe31003000340037003600,0.3394323
fffe3800380033003600,0.6170083
fffe33003300380030003100,0.57908803
fffe3900370035003800,0.40229774
fffe3800370031003400,0.17204413
fffe3600380039003100,0.37370184
fffe3100300039003200,0.48862815
fffe31003000330034003700,0.24032179
fffe33003400390034003000,0.21320003
fffe32003600360035003500,0.24088514
fffe3900380031003100,0.5096253
fffe3200350035003000,0.5797833
fffe32003400310032003000,0.7057751
fffe33003200340033003300,0.7055473
fffe3800340035003200,0.74248815
fffe32003300360035003400,0.5773843
fffe3200380031003700,0.3837115
fffe31003200360035003900,0.5797659
fffe33003200320036003800,0.20306215
fffe31003500320035003500,0.412313
fffe31003400330039003500,0.6576762
fffe32003600360038003200,0.4156588
fffe33003000,0.20391199
fffe33003300370036003900,0.563478
fffe31003200310031003600,0.55886465
fffe33003400320035003000,0.3718369
fffe33003100300036003800,0.22466522
fffe3200370037003800,0.5789479
fffe32003500300036003500,0.39984253
fffe32003800380034003300,0.63579285
fffe33003100350032003000,0.52599096
fffe31003300340031003000,0.63179123
fffe32003100390031003500,0.64643705
fffe3100380034003300,0.69970876
fffe31003100320030003300,0.57882166
fffe31003200350035003800,0.5862992
fffe31003200350034003500,0.78666925
fffe32003500380037003700,0.42199916
fffe32003500320031003100,0.043205023
fffe3700310035003300,0.70554864
fffe31003300390035003400,0.42093554
fffe31003400390037003000,0.36696953
fffe32003600300037003100,0.7077125
fffe3900380038003700,0.59070104
fffe3600390031003300,0.5464925
fffe33003100390031003100,0.67567587
fffe3100320036003300,0.5449413
fffe3900350030003300,0.44018978
fffe32003300350036003100,0.55182153
fffe33003200360032003400,0.3703209
fffe31003400320038003000,0.15788046
fffe31003300310033003900,0.21222976
fffe3800300034003300,0.48393044
fffe32003200370031003200,0.6104065
fffe31003400340039003200,0.3714155
fffe32003600340039003600,0.53192574
fffe33003100370036003600,0.5589319
fffe32003600320031003600,0.55182153
fffe32003000380030003700,0.49125472
fffe32003700340034003800,0.43130037
fffe32003100350030003100,0.37172973
fffe32003400380031003200,0.37214953
fffe31003300370030003800,0.7479535
fffe32003500360031003400,0.7112462
fffe3600370037003500,0.22119582
fffe32003300380034003100,0.55506927
fffe32003800310031003300,0.7475705
fffe31003700330031003300,0.615444
fffe32003000300036003900,0.77839994
fffe31003200370032003100,0.7177191
fffe3500340039003400,0.4568361
fffe32003400330037003400,0.48674262
fffe31003000340039003900,0.46836308
fffe31003600350038003800,0.91401005
fffe3400320039003600,0.058760315
fffe3800310034003200,0.4322943
fffe31003500340033003600,0.17126629
fffe3700340036003200,0.3253851
fffe32003800340036003200,0.7059276
fffe3700390035003900,0.13583449
fffe32003500300039003100,0.6065263
fffe31003800340039003900,0.4646835
fffe32003200360032003300,0.5807358
fffe3900370038003200,0.7308308
fffe3400300031003000,0.34824866
fffe31003700390036003500,0.5645799
fffe32003000390035003900,0.5478359
fffe32003400330038003700,0.58880556
fffe32003100300037003100,0.46340585
fffe32003700390038003300,0.47748554
fffe31003400380034003400,0.59290993
fffe31003500310036003100,0.5834178
fffe31003200360032003300,0.48415202
fffe33003400350032003300,0.39652896
fffe32003300300035003300,0.23501006
fffe33003200380031003700,0.3810984
fffe3700360039003000,0.19382593
fffe33003300310035003000,0.50381845
fffe31003500390036003900,0.5157399
fffe380037003500,0.38783276
fffe31003200330033003100,0.2776968
fffe31003200320032003700,0.5422482
fffe33003000380031003700,0.21139884
fffe32003400320032003300,0.6025468
fffe33003000340035003500,0.6422792
fffe31003800320033003300,0.34143972
fffe3600390031003800,0.5463037
fffe33003300370036003700,0.11694932
fffe31003600390032003000,0.2856741
fffe32003000350038003100,0.27434605
fffe31003500330033003400,0.24640706
fffe32003000380032003800,0.60786784
fffe31003400350032003000,0.18882841
fffe31003300300037003700,0.38760102
fffe310032003900,0.57953626
fffe33003200380036003500,0.37652317
fffe3900340033003300,0.3997105
fffe33003000380036003000,0.7036612
fffe31003500300038003400,0.38087773
fffe3500350036003500,0.4022637
fffe3600350033003500,0.28893209
fffe33003200300037003100,0.31443715
fffe3300310032003000,0.71391773
fffe32003100300034003800,0.36769855
fffe3300320038003500,0.563478
fffe32003000330035003400,0.563478
fffe3800330036003800,0.32283163
fffe3600360030003200,0.45464346
fffe3500380036003000,0.5092233
fffe31003200380036003500,0.8856152
fffe3200380038003300,0.5013169
fffe33003400390031003100,0.62361586
fffe3700320039003400,0.7478058
fffe31003600380030003100,0.21191555
fffe3900300035003800,0.3007635
fffe31003300360036003900,0.48061705
fffe31003100360032003200,0.625423
fffe31003500340031003600,0.45606345
fffe31003000300034003700,0.42980158
fffe3600380032003700,0.27370125
fffe32003800310037003800,0.37751034
fffe31003600370034003600,0.5942007
fffe32003400320038003600,0.5756932
fffe32003300340036003200,0.6856285
fffe3500300038003900,0.61210763
fffe31003500360036003000,0.4653131
fffe31003000390036003800,0.6153488
fffe3900320031003600,0.1853193
fffe33003300360035003400,0.6049383
fffe31003100370038003700,0.34824866
fffe33003300320034003500,0.23301321
fffe3300370033003700,0.43012124
fffe32003000320030003100,0.2570753
fffe32003400320036003000,0.43969506
fffe33003200330037003600,0.32411635
fffe31003900380031003100,0.91252637
fffe3700350035003200,0.20771813
fffe32003100310030003200,0.260397
fffe31003100370031003400,0.48674262
fffe31003800370030003700,0.23143706
fffe3700370034003600,0.59853846
fffe3900370039003400,0.2979582
fffe32003500330035003600,0.31272095
fffe31003300360031003900,0.42004612
fffe32003300380034003800,0.49424988
fffe31003800390035003000,0.7623197
fffe31003100300039003300,0.5951396
fffe32003100350033003200,0.61118555
fffe3200360034003100,0.013012707
fffe32003200340033003800,0.20907694
fffe32003600360030003100,0.72780585
fffe31003600340033003500,0.52262473
fffe3200330030003800,0.24871388
fffe32003900370035003300,0.39787465
fffe31003500380031003300,0.007879704
fffe31003600360038003400,0.43299532
fffe3400380034003800,0.30590582
fffe33003100380039003200,0.30075097
fffe31003100330034003200,0.5310937
fffe31003600340030003800,0.43547118
fffe3100380035003900,0.2851143
fffe32003900380039003500,0.11778477
fffe31003700300030003800,0.57405496
fffe31003800370031003800,0.6293337
fffe3200330033003600,0.19219536
fffe3700360038003700,0.7694409
fffe3300320031003700,0.5703858
fffe31003100360030003200,0.4042937
fffe31003300360036003800,0.4329467
fffe32003100390033003800,0.49909687
fffe31003900350039003000,0.4814779
fffe32003200320033003300,0.44602636
fffe32003800340035003300,0.57405496
fffe31003100330032003800,0.31741047
fffe3400350039003900,0.53546095
fffe3800310036003000,0.30774158
fffe31003600320033003600,0.38492993
fffe32003400370039003500,0.45069632
fffe3700300036003800,0.26828712
fffe33003000300033003200,0.51454335
fffe33003000370037003100,0.57908803
fffe31003100320038003100,0.6177056
fffe32003500370035003700,0.7295716
fffe31003100320038003500,0.85504764
fffe32003600300035003500,0.32664186
fffe32003600300034003900,0.34083548
fffe3300320039003400,0.33389124
fffe32003800390033003300,0.7123225
fffe31003600340035003800,0.46962
fffe32003000390030003700,0.27387232
fffe31003300320038003100,0.412313
fffe31003600370030003700,0.11778477
fffe32003000330039003400,0.5463653
fffe31003800340037003100,0.49125472
fffe31003500370038003900,0.2337997
fffe3500300037003700,0.5548654
fffe32003000320037003300,0.29031193
fffe31003900320036003700,0.55569637
fffe31003900350038003800,0.6933335
fffe31003800300034003200,0.38537222
fffe33003400350036003800,0.7118808
fffe31003400340034003400,0.6516173
fffe32003600320037003200,0.3406927
fffe3300390033003300,0.38891518
fffe32003200300031003300,0.3837115
fffe3100360036003100,0.34537065
fffe31003100320039003900,0.39526075
fffe32003700350031003400,0.6211127
fffe33003100360033003100,0.5581747
fffe3400310039003600,0.34824866
fffe32003300330036003400,0.5717563
fffe33003100320038003300,0.5807358
fffe32003200330034003600,0.4096126
fffe31003700350038003500,0.58121216
fffe32003100390030003900,0.35004663
fffe31003000330036003000,0.21895498
fffe390034003300,0.12796834
fffe3300310039003200,0.41023389
fffe31003700320030003600,0.3385597
fffe31003500330030003600,0.677752
fffe32003300360039003200,0.79538894
fffe3500350031003400,0.36065602
fffe33003000390037003000,0.45376596
fffe3800340030003800,0.9442416
fffe3500390039003500,0.48768514
fffe32003100330033003100,0.27189225
fffe31003900380035003800,0.7316297
fffe31003200370033003400,0.3007635
fffe33003300340036003500,0.5312675
fffe3900380032003000,0.47783697
fffe32003700370035003500,0.012355059
fffe31003900330039003500,0.42093554
fffe32003400300036003900,0.1929341
fffe31003800320037003800,0.11620006
fffe3400360039003400,0.62353545
fffe32003700390036003000,0.17807174
fffe320032003600,0.621675
fffe31003200300037003300,0.2923652
fffe3700380033003700,0.5937716
fffe330038003800,0.5381918
fffe33003200340038003100,0.21403596
fffe32003800370035003100,0.13605547
fffe3800300036003000,0.5807358
fffe32003200340039003800,0.4164885
fffe31003600320033003900,0.013012707
fffe3500340037003700,0.41479713
fffe32003500340039003100,0.5304107
fffe31003400380033003100,0.40156576
fffe3600370031003600,0.22265646
fffe32003600360035003000,0.26773906
fffe33003100380037003100,0.6764157
fffe32003900390035003100,0.5903506
fffe3800360039003300,0.28861785
fffe32003200310035003200,0.3591701
fffe31003200340036003300,0.51309246
fffe32003300340033003900,0.68492544
fffe32003800380033003500,0.6844998
fffe32003400380039003400,0.50346655
fffe3500350037003700,0.3768374
fffe32003700330037003800,0.3629712
fffe3700320030003800,0.5347425
fffe31003400350033003300,0.5222733
fffe380030003600,0.6816695
fffe31003300380038003400,0.21011478
fffe31003300330038003300,0.5581747
fffe33003200390039003800,0.10184854
fffe31003000340034003200,0.56148213
fffe3700310031003400,0.44424045
fffe32003500350032003100,0.9087885
fffe3100310037003400,0.5523454
fffe33003200360031003600,0.708814
fffe31003900300038003300,0.24166453
fffe3400380039003900,0.8169364
fffe3500330036003500,0.6195186
fffe3800330035003100,0.7397568
fffe3100310032003200,0.35077828
fffe32003200340030003600,0.32951987
fffe33003300370038003900,0.22859514
fffe340035003600,0.5807358
fffe31003800370038003200,0.3975748
fffe3900330035003200,0.8216027
fffe31003700340039003300,0.72934115
fffe3100300034003300,0.45267263
fffe32003200380035003400,0.71321464
fffe3700300030003100,0.41241264
fffe3600370034003300,0.42152387
fffe31003700300037003700,0.59684825
fffe3900300032003200,0.3750848
fffe32003200340033003500,0.42061067
fffe31003500370034003300,0.25229877
fffe32003500350033003100,0.22320637
fffe33003300360033003600,0.3017683
fffe3900310038003000,0.062034458
fffe31003100390032003800,0.74361414
fffe32003900340038003500,0.62565
fffe32003000300030003000,0.6390619
fffe31003600380037003000,0.7348397
fffe32003900330035003000,0.38394466
fffe3600310031003500,0.28861785
fffe3200380033003400,0.4258517
fffe32003800310030003700,0.8575906
fffe3900300032003300,0.38765502
fffe33003400350039003800,0.3253851
fffe31003600310033003100,0.5379449
fffe31003700320039003100,0.19382593
fffe3600360034003900,0.18581909
fffe31003800310031003000,0.38934177
fffe33003300320039003300,0.48116365
fffe3200380032003700,0.44706643
fffe3400390032003700,0.5698377
fffe32003900360031003000,0.7731117
fffe33003400360031003100,0.38844723
fffe32003700380033003200,0.58577996
fffe3500380030003100,0.6170083
fffe32003400370036003400,0.44233987
fffe33003100360033003700,0.27654153
fffe32003800380031003100,0.43657357
fffe3400310031003000,0.4602998
fffe31003800370030003500,0.2458114
fffe3700360036003800,0.6080154
fffe32003300310030003000,0.28017408
fffe32003300340036003900,0.3845625
fffe32003600310039003200,0.39137506
fffe3100380030003000,0.6447112
fffe3500310035003900,0.8688479
fffe33003400360030003800,0.45032674
fffe32003000300034003500,0.7055473
fffe32003600330037003000,0.67605627
fffe3900300034003600,0.3718369
fffe31003400380036003000,0.33794084
fffe31003400350031003000,0.0064282417
fffe31003600360036003200,0.63047105
fffe32003100360035003900,0.48674262
fffe31003600340030003200,0.37664685
fffe31003200370037003600,0.41930133
fffe3200380039003300,0.30091047
fffe3800340030003700,0.3323815
fffe31003200310030003400,0.46836308
